status,temperature,acceleration_y,acceleration_x,humidity,pressure,v_pd,v_cc,id,acceleration_z,timestamp
0,27.46,139,-93,36.34,1007.25,999,3.466,1,1340,2015-10-27T15:12:51.522Z
0,27.41,140,-84,36.49,1007.29,999,3.466,1,1336,2015-10-27T15:12:01.932Z
0,27.43,140,-90,36.47,1007.34,999,3.461,1,1345,2015-10-27T15:11:11.733Z
0,27.45,142,-89,36.37,1007.35,999,3.466,1,1345,2015-10-27T15:09:56.384Z
0,27.38,143,-93,36.42,1007.26,999,3.466,1,1342,2015-10-27T15:09:00.545Z
0,27.34,137,-89,36.55,1007.35,999,3.466,1,1344,2015-10-27T15:08:07.464Z
0,27.38,140,-93,36.32,1007.23,999,3.466,1,1337,2015-10-27T15:07:03.607Z
0,27.43,140,-84,36.41,1007.27,999,3.466,1,1335,2015-10-27T15:06:16.809Z
0,27.38,143,-93,36.45,1007.29,999,3.461,1,1340,2015-10-27T15:05:14.502Z
0,27.38,144,-93,36.89,1007.29,999,3.466,1,1340,2015-10-27T15:04:11.304Z
0,27.32,140,-89,36.62,1007.24,999,3.461,1,1342,2015-10-27T15:03:22.000Z
0,27.23,142,-90,36.67,1007.32,999,3.466,1,1343,2015-10-27T15:02:23.822Z
0,27.19,142,-93,36.7,1007.31,999,3.461,1,1342,2015-10-27T15:01:28.281Z
0,27.16,135,-89,36.9,1007.3,999,3.466,1,1343,2015-10-27T15:00:29.406Z
0,27.26,135,-87,37.06,1007.35,999,3.466,1,1358,2015-10-27T14:59:26.084Z
0,27.36,140,-93,36.16,1007.4,999,3.466,1,1379,2015-10-27T14:58:28.845Z
0,27.36,140,-95,36.32,1007.38,999,3.466,1,1350,2015-10-27T14:57:43.286Z
0,27.24,142,-93,36.34,1007.39,999,3.466,1,1347,2015-10-27T14:56:39.850Z
0,27.11,137,-90,36.61,1007.47,999,3.466,1,1344,2015-10-27T14:55:37.287Z
0,27.11,140,-93,36.7,1007.44,999,3.466,1,1340,2015-10-27T14:54:43.846Z
100,27.09,135,-82,36.57,1007.46,999,3.466,1,1342,2015-10-27T14:53:43.597Z
0,27.35,140,-90,36.25,1007.47,999,3.466,1,1344,2015-10-27T14:52:54.477Z
100,27.37,131,-81,36.22,1007.54,999,3.466,1,1342,2015-10-27T14:51:49.986Z
100,27.55,124,-80,36.8,1007.54,999,3.466,1,1369,2015-10-27T14:51:01.091Z
100,27.82,126,-48,35.41,1007.4,999,3.471,1,1347,2015-10-27T14:50:05.644Z
100,27.98,120,-74,35.16,1007.51,999,3.471,1,1351,2015-10-27T14:49:08.831Z
0,28.16,119,-72,34.9,1007.44,999,3.471,1,1347,2015-10-27T14:48:09.083Z
0,28.17,120,-69,35.18,1007.53,999,3.471,1,1355,2015-10-27T14:47:14.054Z
0,28.19,132,-89,35.14,1007.54,999,3.471,1,1348,2015-10-27T14:46:18.985Z
0,28.19,120,-72,35.07,1007.52,999,3.471,1,1356,2015-10-27T14:45:18.478Z
0,28.13,118,-77,35.34,1007.41,999,3.471,1,1347,2015-10-27T14:44:24.446Z
0,28.09,120,-73,35.42,1007.48,999,3.471,1,1351,2015-10-27T14:43:21.382Z
100,28.02,113,-72,35.59,1007.35,999,3.471,1,1353,2015-10-27T14:42:24.805Z
0,28.18,135,-89,35.38,1007.46,999,3.471,1,1348,2015-10-27T14:41:34.787Z
0,28.33,115,-71,35.19,1007.48,999,3.471,1,1360,2015-10-27T14:40:31.166Z
0,28.19,124,-74,35.41,1007.52,999,3.471,1,1356,2015-10-27T14:39:32.040Z
0,28.16,119,-73,35.51,1007.46,999,3.471,1,1351,2015-10-27T14:38:59.891Z
0,28.1,119,-72,35.51,1007.48,999,3.471,1,1350,2015-10-27T14:38:03.560Z
0,28.02,134,-82,35.7,1007.47,999,3.471,1,1340,2015-10-27T14:36:57.136Z
0,28.05,119,-74,35.7,1007.46,999,3.471,1,1359,2015-10-27T14:35:53.629Z
100,28.11,115,-71,35.58,1007.52,999,3.471,1,1350,2015-10-27T14:34:48.590Z
0,28.31,131,-80,35.53,1007.42,999,3.471,1,1348,2015-10-27T14:34:13.447Z
0,28.25,118,-72,35.34,1007.5,999,3.471,1,1356,2015-10-27T14:33:07.527Z
0,28.17,129,-84,35.45,1007.39,999,3.471,1,1343,2015-10-27T14:31:59.350Z
0,28.2,131,-81,35.34,1007.46,999,3.471,1,1334,2015-10-27T14:31:13.380Z
0,28.3,136,-84,35.26,1007.43,999,3.471,1,1347,2015-10-27T14:30:07.030Z
0,28.3,135,-84,35.36,1007.4,999,3.471,1,1343,2015-10-27T14:29:16.521Z
0,28.29,131,-81,35.13,1007.42,999,3.471,1,1345,2015-10-27T14:27:27.139Z
0,28.38,118,-68,35.16,1007.46,999,3.471,1,1353,2015-10-27T14:26:25.408Z
0,28.45,120,-72,34.91,1007.33,999,3.471,1,1352,2015-10-27T14:25:39.694Z
0,28.45,115,-68,35.08,1007.39,999,3.471,1,1351,2015-10-27T14:24:34.381Z
100,28.37,120,-72,35.36,1007.42,999,3.471,1,1347,2015-10-27T14:23:31.065Z
0,28.12,115,-72,35.41,1007.4,999,3.471,1,1359,2015-10-27T14:22:35.726Z
0,28.11,135,-82,35.48,1007.33,999,3.471,1,1343,2015-10-27T14:21:43.279Z
100000,28.24,119,-76,35.28,1007.37,999,3.471,1,1347,2015-10-27T14:20:52.399Z
100000,28.37,224,30,34.89,1007.44,999,3.471,1,1366,2015-10-27T14:19:47.636Z
0,28.5,135,-82,34.94,1007.39,999,3.471,1,1340,2015-10-27T14:18:52.497Z
0,28.48,120,-72,35.15,1007.41,999,3.471,1,1353,2015-10-27T14:17:50.189Z
0,28.53,121,-73,34.84,1007.35,999,3.471,1,1350,2015-10-27T14:16:53.779Z
0,28.54,136,-89,34.48,1007.33,999,3.471,1,1342,2015-10-27T14:16:17.768Z
0,28.55,135,-89,34.54,1007.28,999,3.471,1,1343,2015-10-27T14:15:20.357Z
0,28.54,137,-93,34.54,1007.28,999,3.471,1,1350,2015-10-27T14:14:27.089Z
0,28.54,126,-77,34.51,1007.3,999,3.471,1,1351,2015-10-27T14:13:23.430Z
0,28.52,120,-77,34.51,1007.38,999,3.471,1,1350,2015-10-27T14:12:29.332Z
0,28.48,136,-85,34.61,1007.39,999,3.471,1,1342,2015-10-27T14:11:31.367Z
0,28.48,120,-72,34.58,1007.39,999,3.471,1,1351,2015-10-27T14:10:27.426Z
0,28.51,124,-73,34.58,1007.3,999,3.471,1,1351,2015-10-27T14:09:33.495Z
0,28.45,147,-98,34.67,1007.43,999,3.471,1,1360,2015-10-27T14:08:41.214Z
0,28.59,124,-77,34.41,1007.38,999,3.471,1,1353,2015-10-27T14:07:40.360Z
0,28.56,123,-72,34.48,1007.39,999,3.471,1,1351,2015-10-27T14:06:54.127Z
0,28.61,136,-84,34.44,1007.41,999,3.471,1,1347,2015-10-27T14:05:51.352Z
0,28.56,137,-89,34.48,1007.4,999,3.466,1,1356,2015-10-27T14:04:49.314Z
0,28.54,134,-89,34.51,1007.34,999,3.471,1,1345,2015-10-27T14:03:45.601Z
0,28.52,120,-72,34.44,1007.34,999,3.471,1,1347,2015-10-27T14:03:03.770Z
0,28.55,127,-80,34.44,1007.35,999,3.471,1,1351,2015-10-27T14:02:08.601Z
0,28.59,124,-80,34.37,1007.33,999,3.471,1,1350,2015-10-27T14:00:53.108Z
0,28.56,124,-80,34.44,1007.32,999,3.471,1,1351,2015-10-27T14:00:20.738Z
0,28.56,131,-80,34.41,1007.26,999,3.471,1,1347,2015-10-27T13:59:11.233Z
0,28.52,118,-77,34.41,1007.31,999,3.471,1,1352,2015-10-27T13:57:28.117Z
0,28.52,115,-72,34.41,1007.3,999,3.471,1,1352,2015-10-27T13:58:02.606Z
0,28.47,126,-72,34.44,1007.35,999,3.471,1,1355,2015-10-27T13:56:50.109Z
0,28.45,115,-74,34.48,1007.38,999,3.471,1,1351,2015-10-27T13:55:30.985Z
0,28.52,120,-77,34.37,1007.33,999,3.471,1,1356,2015-10-27T13:54:39.292Z
0,28.5,126,-77,34.37,1007.37,999,3.471,1,1351,2015-10-27T13:53:43.740Z
0,28.54,134,-80,34.34,1007.37,999,3.471,1,1347,2015-10-27T13:51:55.955Z
0,28.52,135,-84,34.34,1007.36,999,3.471,1,1351,2015-10-27T13:52:24.106Z
0,28.32,131,-80,34.62,1007.44,999,3.471,1,1347,2015-10-27T13:49:49.102Z
0,28.45,120,-74,34.48,1007.38,999,3.471,1,1355,2015-10-27T13:50:30.257Z
0,28.33,115,-73,34.66,1007.45,999,3.471,1,1356,2015-10-27T13:48:37.128Z
0,28.45,120,-69,34.44,1007.44,999,3.471,1,1351,2015-10-27T13:47:41.225Z
0,28.4,131,-87,34.55,1007.4,999,3.471,1,1347,2015-10-27T13:46:44.040Z
0,28.38,147,-97,34.62,1007.48,999,3.471,1,1351,2015-10-27T13:45:07.877Z
0,28.39,143,-93,34.52,1007.44,999,3.471,1,1358,2015-10-27T13:45:52.747Z
0,28.35,120,-72,34.62,1007.51,999,3.471,1,1356,2015-10-27T13:44:10.431Z
100,28.33,119,-68,34.62,1007.54,999,3.471,1,1351,2015-10-27T13:43:16.989Z
0,28.51,119,-71,34.41,1007.47,999,3.471,1,1356,2015-10-27T13:42:13.147Z
0,28.45,135,-84,34.51,1007.61,999,3.471,1,1351,2015-10-27T13:41:24.033Z
0,28.5,135,-84,34.41,1007.48,999,3.471,1,1344,2015-10-27T13:40:24.617Z
0,28.61,134,-89,34.34,1007.66,999,3.466,1,1344,2015-10-27T13:39:24.920Z
0,28.6,147,-97,34.34,1007.61,999,3.471,1,1352,2015-10-27T13:38:38.183Z
0,28.65,123,-73,34.36,1007.56,999,3.471,1,1347,2015-10-27T13:37:33.345Z
0,28.62,120,-72,34.39,1007.64,999,3.471,1,1352,2015-10-27T13:36:39.435Z
0,28.61,119,-72,34.41,1007.57,999,3.471,1,1350,2015-10-27T13:35:42.587Z
0,28.66,120,-77,34.46,1007.42,999,3.471,1,1351,2015-10-27T13:34:55.529Z
0,28.62,131,-84,34.44,1007.6,999,3.471,1,1348,2015-10-27T13:33:36.520Z
0,28.6,135,-84,34.54,1007.57,999,3.471,1,1345,2015-10-27T13:32:54.878Z
0,28.53,134,-87,34.64,1007.52,999,3.471,1,1350,2015-10-27T13:32:03.041Z
0,28.51,120,-72,34.67,1007.55,999,3.471,1,1356,2015-10-27T13:31:07.044Z
0,28.54,127,-81,34.58,1007.59,999,3.471,1,1347,2015-10-27T13:29:59.218Z
0,28.6,135,-80,34.51,1007.54,999,3.471,1,1345,2015-10-27T13:29:14.540Z
0,28.61,135,-84,34.54,1007.61,999,3.471,1,1347,2015-10-27T13:28:24.968Z
0,28.6,118,-71,34.58,1007.61,999,3.471,1,1356,2015-10-27T13:27:10.486Z
0,28.59,131,-84,34.61,1007.62,999,3.471,1,1347,2015-10-27T13:26:03.319Z
0,28.52,132,-82,34.77,1007.62,999,3.471,1,1352,2015-10-27T13:25:05.650Z
0,28.45,123,-72,35,1007.63,999,3.471,1,1356,2015-10-27T13:24:07.632Z
0,28.44,121,-80,35,1007.54,999,3.471,1,1347,2015-10-27T13:23:29.404Z
0,28.56,119,-74,34.74,1007.61,999,3.471,1,1350,2015-10-27T13:22:14.719Z
0,28.66,143,-97,34.77,1007.6,999,3.471,1,1359,2015-10-27T13:20:54.188Z
0,28.67,137,-88,34.59,1007.63,999,3.471,1,1342,2015-10-27T13:21:17.333Z
0,28.7,135,-82,34.66,1007.62,999,3.471,1,1347,2015-10-27T13:19:42.257Z
0,28.72,120,-72,34.63,1007.57,999,3.471,1,1352,2015-10-27T13:18:34.587Z
0,28.75,135,-80,34.63,1007.59,999,3.471,1,1347,2015-10-27T13:17:45.574Z
0,28.76,120,-72,34.63,1007.56,999,3.471,1,1358,2015-10-27T13:16:55.958Z
0,28.75,121,-72,34.63,1007.61,999,3.471,1,1351,2015-10-27T13:15:53.449Z
0,28.77,118,-73,34.59,1007.57,999,3.471,1,1351,2015-10-27T13:14:49.208Z
0,28.79,135,-85,34.56,1007.62,999,3.471,1,1344,2015-10-27T13:13:09.773Z
0,28.79,119,-73,34.56,1007.59,999,3.471,1,1344,2015-10-27T13:13:52.469Z
0,28.77,119,-77,34.59,1007.64,999,3.471,1,1344,2015-10-27T13:12:15.701Z
0,28.76,145,-100,34.63,1007.65,999,3.471,1,1353,2015-10-27T13:11:10.016Z
0,28.83,120,-72,34.61,1007.6,999,3.471,1,1351,2015-10-27T13:09:21.118Z
0,28.82,136,-84,34.61,1007.62,999,3.471,1,1342,2015-10-27T13:10:00.974Z
0,28.76,121,-73,34.73,1007.67,999,3.471,1,1351,2015-10-27T13:08:08.732Z
0,28.79,120,-73,34.7,1007.67,999,3.471,1,1350,2015-10-27T13:07:14.906Z
0,28.79,120,-71,34.66,1007.65,999,3.471,1,1351,2015-10-27T13:06:33.597Z
0,28.75,135,-85,34.73,1007.74,999,3.471,1,1344,2015-10-27T13:05:21.178Z
0,28.81,123,-77,34.61,1007.67,999,3.471,1,1347,2015-10-27T13:04:22.105Z
0,28.79,135,-81,34.73,1007.74,999,3.471,1,1347,2015-10-27T13:03:37.593Z
0,28.8,120,-74,34.68,1007.69,999,3.471,1,1347,2015-10-27T13:02:41.524Z
0,28.77,124,-80,34.7,1007.72,999,3.471,1,1346,2015-10-27T13:01:49.767Z
0,28.75,121,-72,34.77,1007.7,999,3.471,1,1347,2015-10-27T13:00:45.632Z
0,28.77,116,-72,34.66,1007.65,999,3.471,1,1353,2015-10-27T12:59:52.652Z
0,28.81,120,-77,34.61,1007.71,999,3.471,1,1351,2015-10-27T12:59:10.005Z
0,28.89,119,-71,34.61,1007.61,999,3.471,1,1347,2015-10-27T12:57:48.304Z
0,28.83,124,-77,34.74,1007.66,999,3.471,1,1347,2015-10-27T12:56:09.765Z
0,28.87,118,-72,34.68,1007.73,999,3.471,1,1351,2015-10-27T12:56:46.868Z
0,28.82,120,-77,34.68,1007.72,999,3.471,1,1352,2015-10-27T12:54:53.746Z
0,28.81,120,-74,34.68,1007.75,999,3.471,1,1347,2015-10-27T12:53:23.783Z
0,28.85,134,-89,34.71,1007.67,999,3.471,1,1344,2015-10-27T12:53:57.742Z
0,28.85,137,-90,34.64,1007.73,999,3.471,1,1347,2015-10-27T12:52:24.760Z
0,28.89,142,-93,34.58,1007.75,999,3.471,1,1356,2015-10-27T12:51:30.110Z
0,28.9,135,-84,34.64,1007.66,999,3.471,1,1342,2015-10-27T12:50:10.887Z
0,28.9,135,-84,34.58,1007.77,999,3.471,1,1344,2015-10-27T12:49:14.833Z
0,28.86,143,-95,34.74,1007.72,999,3.471,1,1359,2015-10-27T12:48:23.871Z
0,28.89,121,-76,34.68,1007.74,999,3.471,1,1356,2015-10-27T12:47:30.552Z
0,28.84,119,-72,34.78,1007.76,999,3.471,1,1352,2015-10-27T12:46:25.888Z
0,28.87,136,-84,34.78,1007.8,999,3.471,1,1344,2015-10-27T12:45:28.034Z
0,28.89,120,-77,34.81,1007.77,999,3.471,1,1351,2015-10-27T12:44:31.709Z
0,28.89,124,-72,34.88,1007.81,999,3.471,1,1343,2015-10-27T12:43:44.633Z
0,28.9,120,-72,34.85,1007.85,999,3.471,1,1344,2015-10-27T12:42:50.708Z
0,28.91,135,-84,34.85,1007.93,999,3.471,1,1344,2015-10-27T12:41:58.029Z
0,28.91,124,-76,34.88,1007.83,999,3.466,1,1356,2015-10-27T12:40:56.703Z
0,28.91,123,-77,34.91,1007.92,999,3.466,1,1348,2015-10-27T12:39:52.667Z
0,28.91,119,-72,34.95,1007.85,999,3.471,1,1351,2015-10-27T12:39:08.424Z
0,28.92,135,-81,34.95,1007.92,999,3.471,1,1347,2015-10-27T12:38:04.312Z
0,28.91,127,-79,35.05,1007.88,999,3.471,1,1351,2015-10-27T12:37:05.734Z
0,28.91,124,-77,35.08,1008.03,999,3.471,1,1351,2015-10-27T12:35:28.405Z
0,28.89,119,-72,35.05,1007.97,999,3.471,1,1351,2015-10-27T12:36:03.281Z
0,28.86,134,-82,35.19,1007.99,999,3.471,1,1343,2015-10-27T12:34:09.423Z
0,28.96,118,-71,35.12,1008.06,999,3.471,1,1350,2015-10-27T12:33:35.539Z
0,28.97,120,-76,35.15,1007.95,999,3.471,1,1344,2015-10-27T12:32:35.727Z
0,28.95,120,-77,35.22,1008.06,999,3.471,1,1351,2015-10-27T12:31:33.696Z
0,28.87,120,-72,35.32,1008.03,999,3.471,1,1351,2015-10-27T12:29:46.615Z
0,28.91,135,-87,35.35,1008.08,999,3.471,1,1347,2015-10-27T12:28:30.785Z
0,28.91,131,-82,35.52,1007.99,999,3.471,1,1345,2015-10-27T12:26:51.489Z
0,28.9,123,-74,35.32,1008.03,999,3.471,1,1351,2015-10-27T12:27:34.635Z
0,28.92,116,-72,35.35,1008.1,999,3.471,1,1355,2015-10-27T12:25:40.933Z
0,28.85,115,-73,36.03,1008.08,999,3.471,1,1347,2015-10-27T12:24:44.636Z
100,28.95,124,-72,36.06,1008.07,999,3.476,1,1344,2015-10-27T12:23:48.885Z
0,29.2,124,-77,35.96,1008.13,999,3.471,1,1351,2015-10-27T12:22:08.909Z
0,29.11,120,-74,36.11,1008.07,999,3.476,1,1350,2015-10-27T12:22:52.679Z
0,29.13,120,-74,36.22,1008.08,999,3.471,1,1347,2015-10-27T12:21:01.841Z
0,29.11,124,-82,36.04,1008.1,999,3.471,1,1347,2015-10-27T12:20:11.378Z
100,29.09,121,-77,36.25,1008.1,999,3.471,1,1352,2015-10-27T12:19:05.987Z
0,29.11,126,-74,36.08,1008.16,999,3.471,1,1355,2015-10-27T12:17:34.660Z
100,28.87,127,-79,36.53,1008.2,999,3.471,1,1350,2015-10-27T12:18:10.941Z
0,29.08,118,-71,36.25,1008.16,999,3.471,1,1350,2015-10-27T12:16:28.860Z
100,29.05,127,-77,36.18,1008.16,999,3.471,1,1351,2015-10-27T12:15:34.172Z
0,29.21,124,-77,35.9,1008.2,999,3.471,1,1351,2015-10-27T12:14:41.931Z
0,29.23,124,-77,35.9,1008.19,999,3.471,1,1347,2015-10-27T12:13:38.917Z
0,29.23,121,-72,35.96,1008.27,999,3.471,1,1351,2015-10-27T12:12:46.079Z
0,29.19,121,-72,36.03,1008.24,999,3.471,1,1350,2015-10-27T12:11:53.658Z
0,29.13,126,-77,36.08,1008.31,999,3.471,1,1352,2015-10-27T12:11:01.046Z
100,29.14,121,-76,36.06,1008.3,999,3.476,1,1345,2015-10-27T12:09:54.813Z
0,28.95,123,-72,36.29,1008.35,999,3.476,1,1352,2015-10-27T12:09:02.981Z
0,29.09,126,-73,36.08,1008.38,999,3.476,1,1351,2015-10-27T12:08:10.535Z
0,29.18,121,-80,35.93,1008.27,999,3.471,1,1343,2015-10-27T12:06:53.027Z
0,29.14,124,-76,36.06,1008.27,999,3.471,1,1347,2015-10-27T12:06:10.608Z
0,29.1,127,-80,36.15,1008.33,999,3.471,1,1344,2015-10-27T12:05:13.046Z
0,29.15,124,-79,35.96,1008.3,999,3.471,1,1347,2015-10-27T12:04:45.100Z
0,29.11,124,-79,36.18,1008.37,999,3.471,1,1350,2015-10-27T12:03:10.407Z
0,29.01,142,-97,36.22,1008.32,999,3.471,1,1351,2015-10-27T12:02:21.826Z
0,28.91,124,-77,36.26,1008.49,999,3.471,1,1350,2015-10-27T12:01:56.306Z
0,29,124,-74,36.08,1008.46,999,3.471,1,1347,2015-10-27T12:00:18.058Z
0,28.91,127,-77,36.29,1008.43,999,3.471,1,1352,2015-10-27T11:59:38.244Z
0,28.81,118,-77,36.53,1008.45,999,3.476,1,1351,2015-10-27T11:58:24.963Z
0,28.74,121,-77,36.48,1008.44,999,3.476,1,1352,2015-10-27T11:57:27.668Z
0,28.8,124,-77,36.36,1008.52,999,3.471,1,1353,2015-10-27T11:56:35.376Z
0,28.83,123,-73,36.19,1008.44,999,3.471,1,1350,2015-10-27T11:55:55.059Z
0,28.83,123,-77,36.39,1008.53,999,3.471,1,1353,2015-10-27T11:54:38.360Z
100,28.79,124,-73,36.24,1008.59,999,3.476,1,1350,2015-10-27T11:53:42.234Z
0,28.96,126,-80,36.03,1008.59,999,3.476,1,1344,2015-10-27T11:52:45.863Z
0,28.95,124,-74,36.12,1008.64,999,3.471,1,1347,2015-10-27T11:51:49.418Z
0,29.08,124,-80,35.87,1008.57,999,3.471,1,1351,2015-10-27T11:51:02.744Z
0,29.14,124,-77,36.2,1008.59,999,3.476,1,1344,2015-10-27T11:50:04.284Z
0,29.26,119,-73,36.06,1008.65,999,3.471,1,1351,2015-10-27T11:48:05.646Z
0,29.2,123,-77,36.33,1008.7,999,3.476,1,1352,2015-10-27T11:47:06.881Z
0,29.16,121,-77,36.03,1008.57,999,3.476,1,1340,2015-10-27T11:46:17.027Z
0,29.25,120,-72,36.5,1008.63,999,3.471,1,1353,2015-10-27T11:45:31.995Z
0,29.18,123,-73,36.5,1008.71,999,3.476,1,1355,2015-10-27T11:44:19.619Z
0,29.21,123,-71,36.44,1008.59,999,3.476,1,1350,2015-10-27T11:43:21.242Z
100,29.25,121,-74,36.33,1008.66,999,3.471,1,1347,2015-10-27T11:41:49.618Z
0,29.21,124,-77,36.44,1008.61,999,3.476,1,1347,2015-10-27T11:42:24.901Z
0,29.41,121,-77,36.19,1008.72,999,3.471,1,1351,2015-10-27T11:40:34.879Z
0,29.37,119,-73,36.22,1008.7,999,3.471,1,1352,2015-10-27T11:39:35.951Z
0,29.31,120,-71,36.47,1008.7,999,3.476,1,1353,2015-10-27T11:38:39.606Z
0,29.28,121,-73,36.3,1008.65,999,3.476,1,1350,2015-10-27T11:37:53.855Z
0,29.27,123,-72,36.13,1008.73,999,3.471,1,1358,2015-10-27T11:36:47.721Z
0,29.37,124,-73,36.49,1008.69,999,3.471,1,1351,2015-10-27T11:35:50.587Z
0,29.37,124,-73,36.45,1008.77,999,3.476,1,1358,2015-10-27T11:34:54.278Z
0,29.28,119,-72,36.61,1008.75,999,3.471,1,1347,2015-10-27T11:33:57.952Z
0,29.33,121,-71,36.49,1008.8,999,3.476,1,1348,2015-10-27T11:33:10.701Z
0,29.3,127,-72,36.64,1008.77,999,3.476,1,1350,2015-10-27T11:32:05.328Z
0,29.37,124,-71,36.49,1008.82,999,3.476,1,1351,2015-10-27T11:31:12.514Z
0,29.37,123,-77,36.42,1008.82,999,3.476,1,1345,2015-10-27T11:30:14.356Z
0,29.33,120,-79,36.49,1008.76,999,3.476,1,1347,2015-10-27T11:29:16.418Z
0,29.2,121,-82,36.61,1008.79,999,3.476,1,1348,2015-10-27T11:28:21.215Z
0,29.28,121,-72,36.4,1008.86,999,3.476,1,1356,2015-10-27T11:27:24.759Z
0,29.25,120,-80,36.5,1008.85,999,3.476,1,1351,2015-10-27T11:26:30.607Z
0,29.13,120,-73,36.68,1008.76,999,3.471,1,1351,2015-10-27T11:25:34.255Z
0,29.21,121,-71,36.57,1008.83,999,3.476,1,1359,2015-10-27T11:24:37.412Z
0,29.15,120,-80,36.73,1008.91,999,3.476,1,1347,2015-10-27T11:23:40.408Z
0,29.19,123,-72,36.57,1008.97,999,3.476,1,1358,2015-10-27T11:22:42.593Z
0,29.21,120,-72,36.61,1008.9,999,3.476,1,1359,2015-10-27T11:21:46.657Z
0,29.27,124,-72,36.5,1008.88,999,3.476,1,1347,2015-10-27T11:20:50.220Z
0,29.15,120,-71,36.73,1008.9,999,3.476,1,1356,2015-10-27T11:19:58.175Z
0,29.03,124,-77,36.85,1008.91,999,3.476,1,1352,2015-10-27T11:18:56.566Z
0,29.04,127,-79,36.82,1008.9,999,3.476,1,1351,2015-10-27T11:18:01.944Z
0,29.15,121,-72,36.7,1008.93,999,3.476,1,1347,2015-10-27T11:17:13.413Z
0,29.22,123,-72,36.7,1008.76,999,3.476,1,1356,2015-10-27T11:16:08.004Z
0,29.36,127,-77,36.45,1008.97,999,3.476,1,1340,2015-10-27T11:15:11.464Z
0,29.37,121,-73,36.39,1008.88,999,3.476,1,1352,2015-10-27T11:14:15.545Z
0,29.37,123,-76,36.49,1008.93,999,3.471,1,1348,2015-10-27T11:13:24.362Z
0,29.36,124,-74,36.52,1008.9,999,3.471,1,1350,2015-10-27T11:12:22.266Z
0,29.31,127,-74,36.37,1008.94,999,3.476,1,1344,2015-10-27T11:11:25.856Z
0,29.34,124,-72,36.49,1008.81,999,3.471,1,1351,2015-10-27T11:10:29.744Z
0,29.31,124,-71,36.49,1008.92,999,3.471,1,1350,2015-10-27T11:09:33.237Z
0,29.24,142,-84,36.54,1008.92,999,3.476,1,1356,2015-10-27T11:08:37.378Z
0,29.28,120,-72,36.4,1008.94,999,3.471,1,1350,2015-10-27T11:07:40.905Z
0,29.26,79,-57,36.5,1008.87,999,3.476,1,1366,2015-10-27T11:06:59.997Z
0,29.22,83,-57,36.5,1008.91,999,3.476,1,1363,2015-10-27T11:06:08.368Z
0,29.22,123,-72,36.54,1008.89,999,3.471,1,1356,2015-10-27T11:04:51.489Z
0,29.13,126,-71,36.65,1008.89,999,3.471,1,1353,2015-10-27T11:03:55.380Z
0,29,131,-71,36.85,1008.88,999,3.471,1,1343,2015-10-27T11:03:12.447Z
0,28.92,124,-72,36.93,1008.93,999,3.471,1,1351,2015-10-27T11:02:02.191Z
